Animal_ID,x,y
10,747926,4308517.5
10,747915.875,4308320
10,747910.8125,4308634
10,748042.5,4308239
10,748057.6875,4308355.5
10,747804.5,4308401
10,747764,4308588.5
10,747829.8125,4308209
10,747698.1875,4308507.5
10,747870.3125,4308396
10,747708.3125,4308639
10,747926,4308543
10,747966.5625,4308335.5
10,747748.8125,4308295
10,747389.3125,4308239
10,747055.125,4309105
10,747809.5625,4308517.5
10,747743.75,4308593.5
10,747758.9375,4308467
10,747779.1875,4308467
10,747770.4375,4308720.5
10,747811.9375,4308710
10,747770.4375,4308424.5
10,748123.25,4308274
10,747780.8125,4308424.5
10,747780.8125,4308471.5
10,747972.75,4308564.5
10,747784.9375,4308307
10,747223.375,4308605.5
10,747148.8125,4308486
10,747327.6875,4308491
10,747188.5625,4307894.5
10,747193.5625,4308545.5
10,747128.9375,4308337
10,747395.875,4308278.5
10,747559.9375,4308806.5
10,747252.375,4308535
10,747847,4308422
10,747841.875,4308391.5
10,747329.25,4308499
10,747729.125,4308355.5
10,747908.5,4308652.5
10,747401,4308545
10,747349.75,4308468
10,747592.75,4308255
10,747586.9375,4308098
10,747842.75,4308249
10,747761.3125,4308289.5
10,747813.6875,4308336
10,747569.5,4308028
10,747383.4375,4308603.5
10,747848.5625,4308272.5
10,747831.125,4308255
10,747639.25,4308801.5
10,748232.25,4308365.5
10,747296.25,4308650
10,747366,4308284
10,747982.25,4308429.5
10,747854.375,4308423.5
10,747860.1875,4308353.5
10,747645.0625,4308539.5
10,747243.9375,4308778
10,747918.3125,4308452.5
10,747866,4308557
10,747831.125,4308249
11,747217.9375,4307977
11,747238.3125,4308023
11,747304.5625,4308119.5
11,747386.0625,4307921
11,747136.4375,4308094
11,747319.8125,4308435.5
11,747656.0625,4307936
11,747195,4308419.5
11,747517.9375,4307937.5
11,747425.6875,4307860.5
11,747389.75,4308245
11,747338.5,4308122
11,747210.375,4307947.5
11,747466.6875,4308199
11,747333.375,4308214.5
11,747164.25,4308029.5
11,747323.125,4308219.5
11,747210.375,4307973.5
11,747394.875,4308193.5
11,746841.3125,4308429.5
11,747384.625,4307824.5
11,747159.125,4308045
11,747246.25,4308014.5
11,747297.5,4308224.5
11,747148.875,4308076
11,746877.1875,4308875.5
11,747379.5,4307922
11,747220.625,4308106.5
11,747256.5,4307963
11,747430.8125,4308137.5
11,747118.25,4308143
11,747022.0625,4308431.5
11,747158.75,4308472
11,747092.9375,4308188.5
11,747168.875,4307910
11,747103.0625,4308168.5
11,746991.6875,4308122.5
11,747133.4375,4308447
11,747194.4375,4308311
11,747007.625,4308388.5
11,746997.25,4308170.5
11,747106.1875,4308222.5
11,746997.25,4308119
11,747152.875,4307947.5
11,747235.9375,4308176
11,747090.625,4308362.5
11,747126.9375,4308336.5
11,747189.25,4308295
11,747069.875,4308321
11,747184.0625,4308165.5
11,747173.6875,4308134.5
11,747324.125,4307781.5
11,747168.4375,4308305.5
